DID_id,src_nm,src_id,drug_raw_name,cas_cas_no,cas_pt,cas_source,cas_match,chebi_pt,chebi_id,chebi_cas_no,chebi_match,chebi_syn,chebi_syn_match,chebi_match_aid,chemid_pt,chemid_display_name,chemid_id,chemi_match,chemid_syn,chemid_syn_match,chemid_match_aid,ctd_pt,ctd_mesh_id,ctd_cas_no,ctd_match,ctd_syn,ctd_syn_match,ctd_match_aid,umls_pt,umls_cui,umls_match,umls_syn,umls_syn_match,umls_match_aid,umls_sem_typ1,umls_sem_typ2,umls_sem_typ3,umls_sem_typ4,ind_raw,ind_agg,_ind_search,ind_raw_value,ind_raw_target,ind_raw_match,ind_umls_entry_term_match,ind_umls_entry_term,ind_umls_pt,und_umls_cuii,ind_umls_term_typ,ind_umls_pheno_flg,ind_umls_sem_typ1,ind_umls_sem_typ2,ind_umls_sem_typ3,ind_umls_sem_typ4,ind_umls_in_term_match,ind_umls_in_term,ind_umls_in_pt,ind_umls_in_cui,ind_umls_in_term_typ,ind_umls_in_sem_typ1,ind_umls_in_sem_typ2,ind_umls_in_sem_typ3,ind_umls_in_sem_typ4
1_000377,MeSH_PA,C113896,dimethoxy-4-indophenyl-2-aminopropane,,,,,,,,,,,,,,,,,,,dimethoxy-4-indophenyl-2-aminopropane,C113896,,exact,,,,Dimethoxy-4-Indophenyl-2-Aminopropane,C0756237,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Neurotransmitter Agents,Neurotransmitter Agents,Y,quasi syn therclass-to-function,neurotransmission,Synaptic Transmission,C0027793,S,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Neurotransmitter Agents,Neurotransmitter Agents,C0243051,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000378,MeSH_PA,C113896,dimethoxy-4-indophenyl-2-aminopropane,,,,,,,,,,,,,,,,,,,dimethoxy-4-indophenyl-2-aminopropane,C113896,,exact,,,,Dimethoxy-4-Indophenyl-2-Aminopropane,C0756237,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Serotonin Agents,Serotonin Agents,Y,quasi syn therclass-to-function,5-Ht Receptor Activity,5-Ht Receptor Activity,C1152740,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Serotonin Agents,Serotonin Agents,C0242701,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.1_Neuroreactive Substance or Biogenic Amine,,
1_000379,MeSH_PA,C113896,dimethoxy-4-indophenyl-2-aminopropane,,,,,,,,,,,,,,,,,,,dimethoxy-4-indophenyl-2-aminopropane,C113896,,exact,,,,Dimethoxy-4-Indophenyl-2-Aminopropane,C0756237,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,agonist,agonist,20,Serotonin Receptor Agonists,Serotonin Receptor Agonists,Y,quasi syn therclass-to-function,5-Ht Receptor Activity,5-Ht Receptor Activity,C1152740,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),serotonin receptor agonists,Serotonin Agonists,C0162757,S,A1.4.1.1.1_Pharmacologic Substance,,,
1_000380,MeSH_PA,C049554,glycyl-arginyl-glycyl-aspartyl-serine,96426-21-0,Glycyl-arginyl-glycyl-aspartyl-serine,ChemID+,exact,,,,,,,,Glycyl-arginyl-glycyl-aspartyl-serine,,96426-21-0,exact,,,,glycyl-arginyl-glycyl-aspartyl-serine,C049554,96426-21-0,exact,,,,Glycyl-Arginyl-Glycyl-Aspartyl-Serine,C0061708,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.7_Amino Acid, Peptide, or Protein",,,anti,,#VALUE!,Antineoplastic Agents,Antineoplastic Agents,Y,quasi syn therclass-to-disease,Malignant Neoplasms,Malignant Neoplasms,C0006826,P,Y,B2.2.1.2.1.2_Neoplastic Process,,,,exact (CUI-based),Antineoplastic Agents,Antineoplastic Agents,C0003392,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,
1_000381,MeSH_PA,C049554,glycyl-arginyl-glycyl-aspartyl-serine,96426-21-0,Glycyl-arginyl-glycyl-aspartyl-serine,ChemID+,exact,,,,,,,,Glycyl-arginyl-glycyl-aspartyl-serine,,96426-21-0,exact,,,,glycyl-arginyl-glycyl-aspartyl-serine,C049554,96426-21-0,exact,,,,Glycyl-Arginyl-Glycyl-Aspartyl-Serine,C0061708,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.7_Amino Acid, Peptide, or Protein",,,,,#VALUE!,Hematologic Agents,Hematologic Agents,Y,quasi syn therclass-to-disease,Hematological Disease,Hematological Disease,C0018939,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Hematologic Agents,Hematologic Agents,C0018938,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000382,MeSH_PA,C049554,glycyl-arginyl-glycyl-aspartyl-serine,96426-21-0,Glycyl-arginyl-glycyl-aspartyl-serine,ChemID+,exact,,,,,,,,Glycyl-arginyl-glycyl-aspartyl-serine,,96426-21-0,exact,,,,glycyl-arginyl-glycyl-aspartyl-serine,C049554,96426-21-0,exact,,,,Glycyl-Arginyl-Glycyl-Aspartyl-Serine,C0061708,exact,,,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.2.1.7_Amino Acid, Peptide, or Protein",,,inhibitor,inhibits,Inhibitors,Platelet Aggregation Inhibitors,Platelet Aggregation Inhibitors,Y,quasi syn therclass-to-function,Platelet Aggregation,Platelet Aggregation,C0032176,P,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Platelet Aggregation Inhibitors,Platelet Aggregation Inhibitors,C0032177,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000383,MeSH_PA,C109153,(2-sulfonatoethyl)methanethiosulfonate,155450-07-0,(2-sulfonatoethyl)methanethiosulfonate,CTD,exact,,,,,,,,,,,,,,,(2-sulfonatoethyl)methanethiosulfonate,C109153,155450-07-0,exact,,,,(2-Sulfonatoethyl)Methanethiosulfonate,C0668026,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Indicators and Reagents,Indicators and Reagents,Y,exact (CUI-based),Indicators And Reagents,Indicators And Reagents,C0021213,P,,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",,,,,,,,,,,,
1_000384,MeSH_PA,C109153,(2-sulfonatoethyl)methanethiosulfonate,155450-07-0,(2-sulfonatoethyl)methanethiosulfonate,CTD,exact,,,,,,,,,,,,,,,(2-sulfonatoethyl)methanethiosulfonate,C109153,155450-07-0,exact,,,,(2-Sulfonatoethyl)Methanethiosulfonate,C0668026,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Sulfhydryl Reagents,Sulfhydryl Reagents,Y,exact (CUI-based),Sulfhydryl Reagents,Sulfhydryl Reagents,C0038738,P,,A1.4.1.1.1_Pharmacologic Substance,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",,,,,,,,,,,
1_000385,MeSH_PA,C086335,"(5,6-dimethoxyindan-2-yl)dipropylamine",83598-46-3,"(5,6-dimethoxyindan-2-yl)dipropylamine",ChemID+,exact,,,,,,,,"(5,6-dimethoxyindan-2-yl)dipropylamine",,83598-46-3,exact,,,,"(5,6-dimethoxyindan-2-yl)dipropylamine",C086335,153570-58-2,exact,,,,"(5,6-Dimethoxyindan-2-Yl)Dipropylamine",C0753884,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Dopamine Agents,Dopamine Agents,Y,quasi syn therclass-to-function,Dopaminergic Synaptic Transmission,Dopaminergic Synaptic Transmission,C0234101,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),dopamine agents,Dopaminergic Agents,C0013036,S,A1.4.1.1.1_Pharmacologic Substance,,,
1_000386,MeSH_PA,C086335,"(5,6-dimethoxyindan-2-yl)dipropylamine",83598-46-3,"(5,6-dimethoxyindan-2-yl)dipropylamine",ChemID+,exact,,,,,,,,"(5,6-dimethoxyindan-2-yl)dipropylamine",,83598-46-3,exact,,,,"(5,6-dimethoxyindan-2-yl)dipropylamine",C086335,153570-58-2,exact,,,,"(5,6-Dimethoxyindan-2-Yl)Dipropylamine",C0753884,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,antagonist,antagonist,#VALUE!,Dopamine Antagonists,Dopamine Antagonists,Y,quasi syn therclass-to-function,Dopamine Receptor Activity,Dopamine Receptor Activity,C1152730,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Dopamine Antagonists,Dopamine Antagonists,C0242702,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.1_Neuroreactive Substance or Biogenic Amine,,
1_000387,MeSH_PA,C086335,"(5,6-dimethoxyindan-2-yl)dipropylamine",83598-46-3,"(5,6-dimethoxyindan-2-yl)dipropylamine",ChemID+,exact,,,,,,,,"(5,6-dimethoxyindan-2-yl)dipropylamine",,83598-46-3,exact,,,,"(5,6-dimethoxyindan-2-yl)dipropylamine",C086335,153570-58-2,exact,,,,"(5,6-Dimethoxyindan-2-Yl)Dipropylamine",C0753884,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Neurotransmitter Agents,Neurotransmitter Agents,Y,quasi syn therclass-to-function,neurotransmission,Synaptic Transmission,C0027793,S,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Neurotransmitter Agents,Neurotransmitter Agents,C0243051,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000388,MeSH_PA,C037357,"1-(1-glycero)dodeca-1,3,5,7,9-pentaene",84000-59-9,"1-(1-glycero)Dodeca-1,3,5,7,9-pentaene",ChemID+,exact,,,,,,,,"1-(1-glycero)Dodeca-1,3,5,7,9-pentaene",,84000-59-9,exact,,,,"1-(1-glycero)dodeca-1,3,5,7,9-pentaene",C037357,84000-59-9,exact,,,,"1-(1-Glycero)Dodeca-1,3,5,7,9-Pentaene",C0044093,exact,,,,A1.4.1.2.1_Organic Chemical,,,,causes,,#VALUE!,Mutagens,Mutagens,Y,quasi syn therclass-to-function,Mutagenesis Process,Mutagenesis Process,C0079866,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Mutagens,Mutagens,C0026879,P,A1.4.1.1.5_Hazardous or Poisonous Substance,,,
1_000389,MeSH_PA,C037357,"1-(1-glycero)dodeca-1,3,5,7,9-pentaene",84000-59-9,"1-(1-glycero)Dodeca-1,3,5,7,9-pentaene",ChemID+,exact,,,,,,,,"1-(1-glycero)Dodeca-1,3,5,7,9-pentaene",,84000-59-9,exact,,,,"1-(1-glycero)dodeca-1,3,5,7,9-pentaene",C037357,84000-59-9,exact,,,,"1-(1-Glycero)Dodeca-1,3,5,7,9-Pentaene",C0044093,exact,,,,A1.4.1.2.1_Organic Chemical,,,,causes,,#VALUE!,Noxae,Noxae,Y,quasi syn therclass-to-disease,"Poisoning By And Exposure To Noxious Substances, Undetermined Intent","Poisoning By And Exposure To Noxious Substances, Undetermined Intent",C0480774,P,Y,B2.3_Injury or Poisoning,,,,exact (CUI-based),Noxae,Noxae,C0028470,P,A1.4.1.1.5_Hazardous or Poisonous Substance,,,
1_000390,MeSH_PA,C053896,"1,3-dipropyl-8-(4-sulfophenyl)xanthine",89073-57-4,"1,3-Dipropyl-8-(4-sulfophenyl)xanthine",ChemID+,exact,,,,,,,,"1,3-Dipropyl-8-(4-sulfophenyl)xanthine",,89073-57-4,exact,,,,"1,3-dipropyl-8-(4-sulfophenyl)xanthine",C053896,89073-57-4,exact,,,,"1,3-Dipropyl-8-(4-Sulfophenyl)Xanthine",C0043960,exact,,,,A1.4.1.2.1_Organic Chemical,,,,,,#VALUE!,Neurotransmitter Agents,Neurotransmitter Agents,Y,quasi syn therclass-to-function,neurotransmission,Synaptic Transmission,C0027793,S,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Neurotransmitter Agents,Neurotransmitter Agents,C0243051,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000391,MeSH_PA,C053896,"1,3-dipropyl-8-(4-sulfophenyl)xanthine",89073-57-4,"1,3-Dipropyl-8-(4-sulfophenyl)xanthine",ChemID+,exact,,,,,,,,"1,3-Dipropyl-8-(4-sulfophenyl)xanthine",,89073-57-4,exact,,,,"1,3-dipropyl-8-(4-sulfophenyl)xanthine",C053896,89073-57-4,exact,,,,"1,3-Dipropyl-8-(4-Sulfophenyl)Xanthine",C0043960,exact,,,,A1.4.1.2.1_Organic Chemical,,,,causes,,#VALUE!,Purinergic Agents,Purinergic Agents,Y,quasi syn therclass-to-function,Purinergic Effect,Purinergic Effect,C3178749,P,Y,B2.2.1.1_Physiologic Function,,,,exact (CUI-based),Purinergic Agents,Purinergic Agents,C2936549,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000392,MeSH_PA,C053896,"1,3-dipropyl-8-(4-sulfophenyl)xanthine",89073-57-4,"1,3-Dipropyl-8-(4-sulfophenyl)xanthine",ChemID+,exact,,,,,,,,"1,3-Dipropyl-8-(4-sulfophenyl)xanthine",,89073-57-4,exact,,,,"1,3-dipropyl-8-(4-sulfophenyl)xanthine",C053896,89073-57-4,exact,,,,"1,3-Dipropyl-8-(4-Sulfophenyl)Xanthine",C0043960,exact,,,,A1.4.1.2.1_Organic Chemical,,,,antagonist,antagonist,#VALUE!,Purinergic Antagonists,Purinergic Antagonists,Y,quasi syn therclass-to-function,Purinergic Receptor Activity,Purinergic Receptor Activity,C3159308,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Purinergic Antagonists,Purinergic Antagonists,C2936568,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000393,MeSH_PA,C053896,"1,3-dipropyl-8-(4-sulfophenyl)xanthine",89073-57-4,"1,3-Dipropyl-8-(4-sulfophenyl)xanthine",ChemID+,exact,,,,,,,,"1,3-Dipropyl-8-(4-sulfophenyl)xanthine",,89073-57-4,exact,,,,"1,3-dipropyl-8-(4-sulfophenyl)xanthine",C053896,89073-57-4,exact,,,,"1,3-Dipropyl-8-(4-Sulfophenyl)Xanthine",C0043960,exact,,,,A1.4.1.2.1_Organic Chemical,,,,antagonist,antagonist,#VALUE!,Purinergic P1 Receptor Antagonists,Purinergic P1 Receptor Antagonists,Y,NT + quasi syn therclass-to-function,Purinergic Receptor Activity,Purinergic Receptor Activity,C3159308,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Purinergic P1 Receptor Antagonists,Purinergic P1 Receptor Antagonists,C2936829,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000394,MeSH_PA,C029141,"2,2,5,7,8-pentamethyl-1-hydroxychroman",950-99-2,Chromanol,ChemID+,<syn per source>,,,,,,,,Chromanol,,950-99-2,<syn per source>,"2,2,5,7,8-Pentamethyl-1-hydroxychroman",exact,,"2,2,5,7,8-pentamethyl-1-hydroxychroman",C029141,950-99-2,exact,,,,"2,2,5,7,8-Pentamethyl-1-Hydroxychroman",C0045280,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Antioxidants,Antioxidants,Y,quasi syn therclass-to-disease,Free Radical Oxidation Of Tissue,Free Radical Oxidation Of Tissue,C0599059,P,Y,B2.2.1.2.2_Cell or Molecular Dysfunction,,,,exact (CUI-based),Antioxidants,Antioxidants,C0003402,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000395,MeSH_PA,C029141,"2,2,5,7,8-pentamethyl-1-hydroxychroman",950-99-2,Chromanol,ChemID+,<syn per source>,,,,,,,,Chromanol,,950-99-2,<syn per source>,"2,2,5,7,8-Pentamethyl-1-hydroxychroman",exact,,"2,2,5,7,8-pentamethyl-1-hydroxychroman",C029141,950-99-2,exact,,,,"2,2,5,7,8-Pentamethyl-1-Hydroxychroman",C0045280,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,causes,,#VALUE!,Protective Agents,Protective Agents,Y,quasi syn therclass-to-function,Protective Drug Effect,Protective Drug Effect,C0678771,P,Y,B2.2.1_Biologic Function,,,,exact (CUI-based),Protective Agents,Protective Agents,C0033613,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000396,MeSH_PA,C029497,"2,3-bis(3'-hydroxybenzyl)butyrolactone",76543-15-2,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",ChemID+,exact,,,,,,,,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",,76543-15-2,exact,,,,"2,3-bis(3'-hydroxybenzyl)butyrolactone",C029497,76543-15-2,exact,,,,"2,3-Bis(3'-Hydroxybenzyl)Butyrolactone",C0045341,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.2_Hormone,,,causes,,#VALUE!,Estrogens,Estrogens,Y,quasi syn therclass-to-function,Estrogen Effect,Estrogen Effect,C0877035,P,Y,A2.2_Finding,,,,exact (CUI-based),Estrogens,Estrogens,C0014939,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.2_Hormone,A1.4.1.2.1.9.1_Steroid,
1_000397,MeSH_PA,C029497,"2,3-bis(3'-hydroxybenzyl)butyrolactone",76543-15-2,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",ChemID+,exact,,,,,,,,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",,76543-15-2,exact,,,,"2,3-bis(3'-hydroxybenzyl)butyrolactone",C029497,76543-15-2,exact,,,,"2,3-Bis(3'-Hydroxybenzyl)Butyrolactone",C0045341,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.2_Hormone,,,causes,,#VALUE!,"Estrogens, Non-Steroidal","Estrogens, Non-Steroidal",Y,quasi syn therclass-to-function,Estrogen Effect,Estrogen Effect,C0877035,P,Y,A2.2_Finding,,,,exact (CUI-based),"Estrogens, Non-Steroidal","Estrogens, Non-Steroidal",C0014940,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.2_Hormone,A1.4.1.2.1_Organic Chemical,
1_000398,MeSH_PA,C029497,"2,3-bis(3'-hydroxybenzyl)butyrolactone",76543-15-2,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",ChemID+,exact,,,,,,,,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",,76543-15-2,exact,,,,"2,3-bis(3'-hydroxybenzyl)butyrolactone",C029497,76543-15-2,exact,,,,"2,3-Bis(3'-Hydroxybenzyl)Butyrolactone",C0045341,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.2_Hormone,,,,,#VALUE!,Hormones,Hormones,Y,quasi syn therclass-to-function,Hormone Activity,Hormone Activity,C1149475,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Hormones,Hormones,C0019932,P,A1.4.1.1.3.2_Hormone,,,
1_000399,MeSH_PA,C029497,"2,3-bis(3'-hydroxybenzyl)butyrolactone",76543-15-2,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",ChemID+,exact,,,,,,,,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",,76543-15-2,exact,,,,"2,3-bis(3'-hydroxybenzyl)butyrolactone",C029497,76543-15-2,exact,,,,"2,3-Bis(3'-Hydroxybenzyl)Butyrolactone",C0045341,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.2_Hormone,,,,affects,#VALUE!,"Hormones, Hormone Substitutes, and Hormone Antagonists","Hormones, Hormone Substitutes, and Hormone Antagonists",Y,quasi syn therclass-to-function,Hormone Activity,Hormone Activity,C1149475,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),"Hormones, Hormone Substitutes, And Hormone Antagonists","Hormones, Hormone Substitutes, And Hormone Antagonists",C0019934,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000400,MeSH_PA,C029497,"2,3-bis(3'-hydroxybenzyl)butyrolactone",76543-15-2,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",ChemID+,exact,,,,,,,,"2,3-Bis(3'-hydroxybenzyl)butyrolactone",,76543-15-2,exact,,,,"2,3-bis(3'-hydroxybenzyl)butyrolactone",C029497,76543-15-2,exact,,,,"2,3-Bis(3'-Hydroxybenzyl)Butyrolactone",C0045341,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.2_Hormone,,,causes,,#VALUE!,Phytoestrogens,Phytoestrogens,Y,quasi syn therclass-to-function,Estrogen Effect,Estrogen Effect,C0877035,P,Y,A2.2_Finding,,,,exact (CUI-based),Phytoestrogens,Phytoestrogens,C0071011,P,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.2_Hormone,A1.4.1.2.1.9.1_Steroid,
1_000401,MeSH_PA,C050147,"3-(2,2,2-trimethylhydrazine)propionate",76144-81-5,Meldonium,ChemID+,<syn per source>,,,,,,,,Meldonium,Meldonium [INN],76144-81-5,<syn per source>,"3-(2,2,2-trimethylhydrazine)propionate",exact,,"3-(2,2,2-trimethylhydrazine)propionate",C050147,76144-81-5,exact,,,,"3-(2,2,2-Trimethylhydrazine)Propionate",C0047115,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,adjuvant,adju,1,"Adjuvants, Immunologic","Adjuvants, Immunologic",Y,quasi syn therclass-to-function,Active Immunity,Active Immunity,C0020965,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),"adjuvants, immunologic",Immunologic Adjuvants,C0001551,S,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3.5_Immunologic Factor,,
1_000402,MeSH_PA,C050147,"3-(2,2,2-trimethylhydrazine)propionate",76144-81-5,Meldonium,ChemID+,<syn per source>,,,,,,,,Meldonium,Meldonium [INN],76144-81-5,<syn per source>,"3-(2,2,2-trimethylhydrazine)propionate",exact,,"3-(2,2,2-trimethylhydrazine)propionate",C050147,76144-81-5,exact,,,,"3-(2,2,2-Trimethylhydrazine)Propionate",C0047115,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Cardiovascular Agents,Cardiovascular Agents,Y,quasi syn therclass-to-disease,Cardiovascular Diseases,Cardiovascular Diseases,C0007222,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Cardiovascular Agents,Cardiovascular Agents,C0007220,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000403,MeSH_PA,C050147,"3-(2,2,2-trimethylhydrazine)propionate",76144-81-5,Meldonium,ChemID+,<syn per source>,,,,,,,,Meldonium,Meldonium [INN],76144-81-5,<syn per source>,"3-(2,2,2-trimethylhydrazine)propionate",exact,,"3-(2,2,2-trimethylhydrazine)propionate",C050147,76144-81-5,exact,,,,"3-(2,2,2-Trimethylhydrazine)Propionate",C0047115,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Immunologic Factors,Immunologic Factors,Y,quasi syn therclass-to-function,Immunity,Immunity,C0020964,P,Y,B2.2.1.1_Physiologic Function,,,,exact (CUI-based),Immunologic Factors,Immunologic Factors,C0021054,P,A1.4.1.1.3.5_Immunologic Factor,,,
1_000404,MeSH_PA,C088936,"3-(2,4-dimethoxybenzylidene)anabaseine",156223-05-1,"3-(2,4-dimethoxybenzylidene)anabaseine",ChemID+,exact,,,,,,,,"3-(2,4-dimethoxybenzylidene)anabaseine",,156223-05-1,exact,,,,"3-(2,4-dimethoxybenzylidene)anabaseine",C088936,156223-05-1,exact,,,,"3-(2,4-Dimethoxybenzylidene)Anabaseine",C0258258,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Cholinergic Agents,Cholinergic Agents,Y,quasi syn therclass-to-function,Cholinergic Synaptic Transmission,Cholinergic Synaptic Transmission,C0234097,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),Cholinergic Agents,Cholinergic Agents,C0242893,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000405,MeSH_PA,C088936,"3-(2,4-dimethoxybenzylidene)anabaseine",156223-05-1,"3-(2,4-dimethoxybenzylidene)anabaseine",ChemID+,exact,,,,,,,,"3-(2,4-dimethoxybenzylidene)anabaseine",,156223-05-1,exact,,,,"3-(2,4-dimethoxybenzylidene)anabaseine",C088936,156223-05-1,exact,,,,"3-(2,4-Dimethoxybenzylidene)Anabaseine",C0258258,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,agonist,agonist,13,Cholinergic Agonists,Cholinergic Agonists,Y,quasi syn therclass-to-function,Cholinergic Synaptic Transmission,Cholinergic Synaptic Transmission,C0234097,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),Cholinergic Agonists,Cholinergic Agonists,C0242894,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000406,MeSH_PA,C088936,"3-(2,4-dimethoxybenzylidene)anabaseine",156223-05-1,"3-(2,4-dimethoxybenzylidene)anabaseine",ChemID+,exact,,,,,,,,"3-(2,4-dimethoxybenzylidene)anabaseine",,156223-05-1,exact,,,,"3-(2,4-dimethoxybenzylidene)anabaseine",C088936,156223-05-1,exact,,,,"3-(2,4-Dimethoxybenzylidene)Anabaseine",C0258258,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Neurotransmitter Agents,Neurotransmitter Agents,Y,quasi syn therclass-to-function,neurotransmission,Synaptic Transmission,C0027793,S,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Neurotransmitter Agents,Neurotransmitter Agents,C0243051,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000407,MeSH_PA,C088936,"3-(2,4-dimethoxybenzylidene)anabaseine",156223-05-1,"3-(2,4-dimethoxybenzylidene)anabaseine",ChemID+,exact,,,,,,,,"3-(2,4-dimethoxybenzylidene)anabaseine",,156223-05-1,exact,,,,"3-(2,4-dimethoxybenzylidene)anabaseine",C088936,156223-05-1,exact,,,,"3-(2,4-Dimethoxybenzylidene)Anabaseine",C0258258,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,agonist,agonist,11,Nicotinic Agonists,Nicotinic Agonists,Y,quasi syn therclass-to-function,Nicotinic Acetylcholine-Activated Cation-Selective Channel Activity,Nicotinic Acetylcholine-Activated Cation-Selective Channel Activity,C1148665,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),Nicotinic Agonists,Nicotinic Agonists,C0242948,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000408,MeSH_PA,C026845,4-methylumbelliferyl-galactopyranoside,6160-78-7,4-Methylumbelliferyl-galactopyranoside,ChemID+,exact,,,,,,,,4-Methylumbelliferyl-galactopyranoside,,6160-78-7,exact,,,,4-methylumbelliferyl-galactopyranoside,C026845,6160-78-7,exact,,,,4-Methylumbelliferyl-Galactopyranoside,C0048528,exact,,,,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Coloring Agents,Coloring Agents,Y,exact (CUI-based),Coloring Agents,Coloring Agents,C1566391,P,,"A1.4.1.1.4_Indicator, Reagent, or Diagnostic Aid",,,,,,,,,,,,
