interactions_url,Generic name,Drug class,availability,score,reviews,description,side_effects,drug name,Dosage form
/drug-interactions/captopril-index.html,captopril,['Angiotensin Converting Enzyme Inhibitors'],Prescription only,74.0,7,Captopril is an ACE inhibitor. ACE stands for angiotensin converting enzyme.,"['\na light\n', '\nlittle no urination, urinating more than usual\n', '\nshortness of breath (even with mild exertion), swelling, rapid weight gain\n', '\nchest pain pressure, pounding heartbeats fluttering in your chest\n', '\nhigh potassium \n', '\nsudden weakness ill feeling, fever, chills, sore throat, painful mouth sores, pain when swallowing, skin sores, cold flu symptoms\n']",Captopril,
/drug-interactions/carbamazepine-index.html,carbamazepine,['Dibenzazepine anticonvulsants'],Prescription only,69.0,324,"Carbamazepine is an anticonvulsant. It works by decreasing nerve impulses that cause seizures and nerve pain, such as trigeminal neuralgia and diabetic neuropathy.","['\na skin rash, no matter how mild\n', '\nloss of appetite, right\n', '\nslow, fast, pounding heartbeats\n', '\nanemia other blood problems \n', '\nlow levels of sodium in the body \n']",Carbamazepine,
/drug-interactions/carbidopa-levodopa-index.html,carbidopa and levodopa,['Dopaminergic antiparkinsonism agents'],Prescription only,72.8,86,"Carbidopa and levodopa is a combination medicine used to treat symptoms of Parkinson's disease, such as stiffness or tremors.","['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nworsening of tremors (uncontrolled shaking)\n', '\nsevere ongoing vomiting diarrhea\n', '\nconfusion, hallucinations, unusual changes in mood behavior\n', '\ndepression suicidal thoughts\n', '\nsevere nervous system reaction\n']",Carbidopa and levodopa,
/drug-interactions/carvedilol-index.html,carvedilol,Non-cardioselective beta blockers,Prescription only,52.9,176,Carvedilol is a beta-blocker. Beta-blockers affect the heart and circulation (blood flow through arteries and veins).,"['\na light\n', '\nslow uneven heartbeats\n', '\nswelling, rapid weight gain, feeling short of breath (even with mild exertion)\n', '\ncold feeling numbness in your fingers toes\n', '\nchest pain, dry cough, wheezing, chest tightness, trouble breathing\n', '\nhigh blood sugar (increased thirst, increased urination, hunger, dry mouth, fruity breath odor, drowsiness, dry skin, blurred vision, weight loss)\n']",Carvedilol,
"/drug-interactions/bicalutamide,casodex-index.html",['bicalutamide'],,Prescription only,78.3,7,Casodex is an anti-androgen. It works in the body by preventing the actions of androgens (male hormones).,"['\nbreast pain swelling\n', '\nsudden chest pain, wheezing, dry cough, feeling short of breath\n', '\nlow red blood cells (anemia)\n', '\nliver problems\n', '\nhigh blood sugar\n', '\n(if you also take warfarin) unusual bruising bleeding\n']",Casodex,
/drug-interactions/cefdinir-index.html,cefdinir,['Third generation cephalosporins'],Prescription only,41.1,336,Cefdinir is a cephalosporin (SEF a low spor in) antibiotic that is used to treat many different types of infections caused by bacteria.,"['\nsevere stomach pain, diarrhea that is watery bloody (even if it occurs months after your last dose)\n', '\nfever, chills, body aches, flu symptoms\n', '\npale skin, easy bruising, unusual bleeding\n', '\nseizure (convulsions)\n', '\nfever, weakness, confusion\n', '\ndark colored urine, jaundice (yellowing of the skin eyes)\n', '\nkidney problems\n']",Cefdinir,
/drug-interactions/cefixime-index.html,cefixime,['Third generation cephalosporins'],Prescription only,62.7,24,Cefixime is an antibiotic that may be used to treat many different types of infections caused by bacteria.,"['\nsevere stomach pain, diarrhea that is watery bloody\n', '\njaundice (yellowing of the skin eyes)\n', '\npale yellowed skin, dark colored urine, confusion weakness\n', '\na seizure (convulsions)\n', '\nlow blood cell counts\n', '\nkidney problems\n', '\nsevere skin reaction\n']",Cefixime,
/drug-interactions/cefuroxime-index.html,,,Prescription only,64.5,143,"Cefuroxime is used to treat bacterial infections in many different parts of the body. It belongs to the class of medicines known as cephalosporin antibiotics. It works by killing bacteria or preventing their growth. However, cefuroxime will not work for colds, flu, or other virus infections.","['Chills', 'diarrhea', 'fever', 'general feeling of illness discomfort', 'headache', 'itching of the vagina genital area', 'pain during sexual intercourse', 'rigidity', 'sweating', 'thick, white vaginal discharge with no odor with a mild odor']",Cefuroxime,
"/drug-interactions/celecoxib,celebrex-index.html",['celecoxib'],Cox-2 inhibitors,Prescription only,70.5,207,Celebrex is a nonsteroidal anti-inflammatory drug (NSAID). It works by reducing hormones that cause inflammation and pain in the body.,"['\nthe first sign of any skin rash, no matter how mild\n', '\nheart problems \n', '\nsigns of stomach bleeding \n', '\nliver problems \n', '\nkidney problems \n', '\nlow red blood cells (anemia) \n']",Celebrex,
/drug-interactions/celecoxib-index.html,celecoxib,Cox-2 inhibitors,Prescription only,69.6,246,Celecoxib is a nonsteroidal anti-inflammatory drug (NSAID). It works by reducing hormones that cause inflammation and pain in the body.,"['\nthe first sign of any skin rash, no matter how mild\n', '\nheart problems \n', '\nsigns of stomach bleeding \n', '\nliver problems \n', '\nkidney problems \n', '\nlow red blood cells (anemia) \n']",Celecoxib,
"/drug-interactions/citalopram,celexa-index.html",['citalopram'],['Selective serotonin reuptake inhibitors'],Prescription only,73.2,817,Celexa is an antidepressant belonging to a group of drugs called selective serotonin reuptake inhibitors (SSRIs).,"['\na light\n', '\nblurred vision, eye pain redness, seeing halos around lights\n', '\nfast pounding heartbeats, pain fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out)\n', '\na seizure\n', '\nmanic episodes \n', '\nsevere nervous system reaction \n', '\nlow blood sodium \n']",Celexa,
/drug-interactions/cetirizine-index.html,cetirizine,['Antihistamines'],Rx and/or OTC,57.8,269,"Cetirizine is a second generation antihistamine that reduces the natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nfast, pounding, uneven heartbeat\n', '\nweakness, tremors (uncontrolled shaking), sleep problems (insomnia)\n', '\nsevere restless feeling, hyperactivity\n', '\nconfusion\n', '\nproblems with vision\n', '\nurinating less than usual not at all\n']",Cetirizine,
/drug-interactions/chlorthalidone-index.html,chlorthalidone,['Thiazide diuretics'],Prescription only,40.3,37,"Chlorthalidone is a thiazide diuretic (water pill) that helps prevent your body from absorbing too much salt, which can cause fluid retention.","['\na light\n', '\nlow sodium\n', '\nlow potassium\n', '\nlow magnesium\n', '\nkidney problems\n']",Chlorthalidone,oral tablet
"/drug-interactions/tadalafil,cialis-index.html",['tadalafil'],['Impotence agents'],Prescription only,85.6,526,Cialis relaxes muscles of the blood vessels and increases blood flow to particular areas of the body.,"['\na light\n', '\nan erection is painful lasts longer than 4 hours (prolonged erection can damage the penis)\n', '\nvision changes sudden vision loss\n', '\nringing in your ears sudden hearing loss\n', '\nheart attack symptoms \n']",Cialis,
"/drug-interactions/certolizumab,cimzia-index.html",['certolizumab'],['TNF alfa inhibitors'],Prescription only,67.2,67,Cimzia reduces the effects of a substance in the body that can cause inflammation.,"['\nchest pain, cough, feeling short of breath\n', '\nswelling in your neck, underarm, groin (this swelling may come and go)\n', '\nfever, night sweats, itching, weight loss, feeling tired\n', '\nfeeling full after eating only a small amount\n', '\npain in your upper stomach that may spread to your back shoulder\n']",Cimzia,
"/drug-interactions/c1-esterase-inhibitor-human,cinryze-index.html",['complement C1 esterase inhibitor'],['Hereditary angioedema agents'],Prescription only,82.5,4,Cinryze is a man-made form of a protein that occurs naturally in the blood stream and helps control swelling in the body. People with a condition called hereditary angioedema do not have enough of this protein. Hereditary angioedema can cause attacks of swelling and symptoms such as stomach problems or trouble breathing.,"['\nsudden numbness weakness on one side of the body\n', '\npain, swelling, warmth, redness in an arm leg\n', '\nsudden severe headache, confusion, problems with vision, speech, balance\n', '\nchest pain while taking deep breaths\n', '\nfast heart rate\n']",Cinryze,
/drug-interactions/citalopram-index.html,citalopram,['Selective serotonin reuptake inhibitors'],Prescription only,74.6,2,Citalopram is an antidepressant belonging to a group of drugs called selective serotonin reuptake inhibitors (SSRIs).,"['\na light\n', '\nblurred vision, eye pain redness, seeing halos around lights\n', '\nfast pounding heartbeats, pain fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out)\n', '\na seizure\n', '\nmanic episodes \n', '\nsevere nervous system reaction \n', '\nlow blood sodium \n']",Citalopram,
/drug-interactions/clarithromycin-index.html,clarithromycin,['Macrolides'],Prescription only,53.6,789,Clarithromycin is a macrolide antibiotic that fights bacteria in your body.,"['\nsevere stomach pain, diarrhea that is watery bloody\n', '\nfast pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out)\n', '\nconfusion, spinning sensation\n', '\nliver problems \n', '\nkidney problems \n']",Clarithromycin,
"/drug-interactions/loratadine,claritin-index.html",['loratadine'],['Antihistamines'],Rx and/or OTC,35.6,41,"Claritin is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nfast uneven heart rate\n', '\nsevere headache\n', '\na light\n']",Claritin,
/drug-interactions/clindamycin-index.html,clindamycin,['Lincomycin derivatives'],Prescription only,57.2,756,Clindamycin is an antibiotic that fights bacteria in the body.,"['\nany change in bowel habits\n', '\nsevere stomach pain, diarrhea that is watery bloody\n', '\nlittle no urination\n', '\na metallic taste in your mouth (after clindamycin injection)\n']",Clindamycin,
"/drug-interactions/clobetasol-topical,clobex-index.html",['clobetasol topical'],['Topical steroids'],Prescription only,88.8,38,Clobetasol is a highly potent steroid that helps reduce inflammation in the body.,"['\nworsening of your skin condition\n', '\nredness, warmth, swelling, oozing, severe irritation of any treated skin\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nhigh blood sugar\n', '\npossible signs of absorbing this medicine through your skin\n']",Clobex,
"/drug-interactions/clobetasol-topical,clodan-index.html",['clobetasol topical'],['Topical steroids'],Prescription only,,,Clobetasol is a highly potent steroid that helps reduce inflammation in the body.,"['\nworsening of your skin condition\n', '\nredness, warmth, swelling, oozing, severe irritation of any treated skin\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nhigh blood sugar\n', '\npossible signs of absorbing this medicine through your skin\n']",Clodan,
/drug-interactions/clonazepam-index.html,clonazepam,,Prescription only,81.5,1,Clonazepam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that benzodiazepines work by enhancing the activity of certain neurotransmitters in the brain.,"['\nnew worsening seizures\n', '\nsevere drowsiness\n', '\nweak shallow breathing\n', '\nunusual changes in mood behavior\n', '\nconfusion, paranoia, nightmares, hallucinations\n', '\nthoughts of suicide hurting yourself\n', '\nunusual involuntary eye movements\n']",Clonazepam,
/drug-interactions/clonidine-index.html,clonidine,"Antiadrenergic agents, centrally acting",Prescription only,71.9,702,Clonidine lowers blood pressure by decreasing the levels of certain chemicals in your blood. This allows your blood vessels to relax and your heart to beat more slowly and easily.,"['\nsevere chest pain, shortness of breath, irregular heartbeats\n', '\na very slow heart rate\n', '\na light\n']",Clonidine,
/drug-interactions/clopidogrel-index.html,clopidogrel,['Platelet aggregation inhibitors'],Prescription only,70.4,83,"Clopidogrel is used to lower your risk of having a stroke, blood clot, or serious heart problem after you've had a heart attack, severe chest pain (angina), or circulation problems.","['\nnosebleeds, pale skin, easy bruising, purple spots under your skin in your mouth\n', '\njaundice (yellowing of your skin eyes)\n', '\nfast heartbeats, shortness of breath\n', '\nheadache, fever, weakness, feeling tired\n', '\nlittle no urination\n', '\na seizure\n', '\nlow blood sugar\n', '\nsigns of a blood clot\n']",Clopidogrel,oral tablet
/drug-interactions/clotrimazole-index.html,clotrimazole,,Prescription only,39.2,41,Clotrimazole is used to treat and prevent yeast infections of the mouth and throat in adults and children older than 3 years.,"['\nabnormal liver function tests\n', '\nnausea, vomiting\n', '\nitching,\n', '\nan unpleasant sensation in the mouth\n']",Clotrimazole,oral lozenge
/drug-interactions/codeine-index.html,codeine,,Prescription only,77.2,58,Codeine is an opioid pain reliever which is used to treat mild to moderately severe pain and to help reduce coughing. Codeine is available as a single ingredient tablet and also available in multi ingredients products combined with other pain relieving medicines or cold and flu medicines.,"['\nnoisy breathing, sighing, shallow breathing, breathing that stops during sleep\n', '\na slow heart rate weak pulse\n', '\na light\n', '\nconfusion, agitation, hallucinations, unusual thoughts behavior\n', '\nfeelings of extreme happiness sadness\n', '\nseizure (convulsions)\n', '\nproblems with urination\n', '\nlow cortisol levels\n']",Codeine,
"/drug-interactions/balsalazide,colazal-index.html",['balsalazide'],5-aminosalicylates,Prescription only,63.6,8,The Colazal brand of balsalazide is used to treat mild to moderate active ulcerative colitis in adults and children who are at least 5 years old.,"['\npain burning when you urinate\n', '\nworsening colitis symptoms\n', '\nkidney problems\n', '\nliver problems\n', '\nlow red blood cells (anemia)\n']",Colazal,
"/drug-interactions/methylphenidate,concerta-index.html",['methylphenidate'],['CNS stimulants'],Prescription only,68.4,393,Concerta is a central nervous system stimulant prescription medicine. It affects chemicals in the brain and nerves that contribute to hyperactivity and impulse control.,"['\nsigns of heart problems \n', '\nsigns of psychosis \n', '\nsigns of circulation problems \n', '\npenis erection that is painful lasts 4 hours longer\n']",Concerta,
"/drug-interactions/carvedilol,coreg-index.html",['carvedilol'],Non-cardioselective beta blockers,Prescription only,75.9,40,Coreg is a beta-blocker. Beta-blockers affect the heart and circulation (blood flow through arteries and veins).,"['\na light\n', '\nslow uneven heartbeats\n', '\ncold feeling numbness in your fingers toes\n', '\nchest pain, dry cough, wheezing, chest tightness\n', '\nheart problems \n', '\nhigh blood sugar \n']",Coreg,
"/drug-interactions/secukinumab,cosentyx-index.html",['secukinumab'],['Interleukin inhibitors'],Prescription only,60.1,201,Cosentyx is an immunosuppressant that reduces the effects of a chemical substance in the body that can cause inflammation.,"['\nredness, warmth, painful sores on your skin\n', '\ncough, shortness of breath, cough with red pink mucus\n', '\nincreased urination, burning when you urinate\n', '\nsores white patches in your mouth throat (yeast infection ""thrush"")\n', '\nnew worsening diarrhea stomach pain\n', '\nfever, chills, sweating, muscle pain, weight loss\n']",Cosentyx,
"/drug-interactions/warfarin,coumadin-index.html",['warfarin'],['Coumarins and indandiones'],Prescription only,88.6,22,Coumadin is an anticoagulant (blood thinner). Warfarin reduces the formation of blood clots.,"['\nsudden headache, feeling very weak dizzy\n', '\nswelling, pain, unusual bruising\n', '\nbleeding gums, nosebleeds\n', '\nbleeding from wounds needle injections that will not stop\n', '\nheavy menstrual periods abnormal vaginal bleeding\n', '\nblood in your urine, bloody tarry stools\n', '\ncoughing up blood vomit that looks like coffee grounds\n']",Coumadin,
"/drug-interactions/rosuvastatin,crestor-index.html",['rosuvastatin'],['Statins'],Prescription only,58.5,130,"Crestor belongs to a a group of drugs called HMG CoA reductase inhibitors, or ""statins."" Rosuvastatin is used together with diet to lower blood levels of ""bad"" cholesterol (low-density lipoprotein, or LDL), to increase levels of ""good"" cholesterol (high-density lipoprotein, or HDL), and to lower triglycerides (a type of fat in the blood).","['\nunexplained muscle pain, tenderness, weakness\n', '\nmuscle weakness in your hips, shoulders, neck, and back\n', '\ntrouble lifting your arms, trouble climbing standing\n', '\nconfusion, memory problems\n', '\nliver problems \n']",Crestor,
/drug-interactions/cyclobenzaprine-index.html,cyclobenzaprine,['Skeletal muscle relaxants'],Prescription only,59.9,564,Cyclobenzaprine is a muscle relaxant. It works by blocking nerve impulses (or pain sensations) that are sent to your brain. Cyclobenzaprine is used together with rest and physical therapy to treat skeletal muscle conditions such as pain or injury.,"['\nfast irregular heartbeats\n', '\nchest pain pressure, pain spreading to your jaw shoulder\n', '\nsudden numbness weakness (especially on one side of the body), slurred speech, balance problems\n']",Cyclobenzaprine,
"/drug-interactions/duloxetine,cymbalta-index.html",['duloxetine'],Serotonin-norepinephrine reuptake inhibitors,Prescription only,62.4,1,Cymbalta is a selective serotonin and norepinephrine reuptake inhibitor antidepressant (SSNRI). Duloxetine affects chemicals in the brain that may be unbalanced in people with depression.,"['\npounding heartbeats fluttering in your chest\n', '\na light\n', '\neasy bruising, unusual bleeding\n', '\nvision changes\n', '\npainful difficult urination\n', '\nliver problems \n', '\nlow blood sodium \n', '\nmanic episodes \n']",Cymbalta,
/drug-interactions/dabigatran-index.html,dabigatran,['Thrombin inhibitors'],Prescription only,70.2,96,Dabigatran is used to lower the risk of stroke caused by a blood clot in people with a heart rhythm disorder called atrial fibrillation.  dabigatran is used when the atrial fibrillation is not caused by a heart valve problem.,"['\nany bleeding that will not stop\n', '\nheadache, weakness, dizziness, feeling like you might pass out\n', '\neasy bruising bleeding (nosebleeds, bleeding gums)\n', '\nblood in your urine stools, black tarry stools\n', '\ncough with bloody mucus vomit that looks like coffee grounds\n', '\npink brown urine\n', '\njoint pain swelling\n', '\nheavy menstrual bleeding\n']",Dabigatran,oral capsule
/drug-interactions/dapagliflozin-index.html,dapagliflozin,SGLT-2 inhibitors,Prescription only,46.2,160,"Dapagliflozin is a prescription medication that is mainly used alongside diet and exercise to help treat type 2 diabetes, but it is also used in the treatment of heart failure. It was first approved by the US Food and Drug Administration (FDA) in 2014.","['See “Important information” above', 'Ketoacidosis in people with diabetes mellitus (increased ketones in your blood urine) Ketoacidosis has happened in people who have type 1 diabetes type 2 diabetes, during treatment with dapagliflozin Ketoacidosis has also happened in people with diabetes who were sick who had surgery during treatment with dapagliflozin Ketoacidosis is a serious condition, which may need to be treated in a hospital Ketoacidosis may lead to death Ketoacidosis can happen with dapagliflozin even if your blood sugar is less than 250 mg/dL Stop taking dapagliflozin and call your healthcare provider right away if you get any of the following symptoms:\n\nnausea\nvomiting\nstomach area (abdominal) pain\ntiredness\ntrouble breathing\n\nIf you get any of these symptoms during treatment with dapagliflozin, if possible, check for ketones in your urine, even if your blood sugar is less than 250 mg/dL\n\n', 'nausea', 'vomiting', 'stomach area (abdominal) pain', 'tiredness', 'trouble breathing\n\nIf you get any of these symptoms during treatment with dapagliflozin, if possible, check for ketones in your urine, even if your blood sugar is less than 250 mg/dL', 'Serious urinary tract infections Serious urinary tract infections that may lead to hospitalization have happened in people who are taking dapagliflozin Tell your healthcare provider if you have any signs symptoms of a urinary tract infection such as a burning feeling when passing urine, a need to urinate often, the need to urinate right away, pain in the lower part of your stomach (pelvis), blood in the urine Sometimes people also may have a fever, back pain, nausea vomiting', 'Low blood sugar (hypoglycemia) in patients with diabetes mellitus If you take dapagliflozin with another medicine that can cause low blood sugar, such as a sulfonylurea insulin, your risk of getting low blood sugar is higher The dose of your sulfonylurea medicine insulin may need to be lowered while you take dapagliflozin Signs and symptoms of low blood sugar may include:\n\nheadache\nshaking feeling jittery\nirritability\nfast heartbeat\nweakness\ndrowsiness\nsweating\nconfusion\ndizziness\nhunger\n\n', 'headache', 'shaking feeling jittery', 'irritability', 'fast heartbeat', 'weakness', 'drowsiness', 'sweating', 'confusion', 'dizziness', 'hunger', 'A rare but serious bacterial infection that causes damage to the tissue under the skin (necrotizing fasciitis) in the area between and around the anus and genitals (perineum) Necrotizing fasciitis of the perineum has happened in women and men with diabetes mellitus who take dapagliflozin Necrotizing fasciitis of the perineum may lead to hospitalization, may require multiple surgeries, and may lead to death Seek medical attention immediately if you have fever you are feeling very weak, tired, uncomfortable (malaise) and you develop any of the following symptoms in the area between and around the anus and genitals:\n\npain tenderness\nswelling\nredness of skin (erythema)\n\n', 'pain tenderness', 'swelling', 'redness of skin (erythema)']",Dapagliflozin,oral tablet
"/drug-interactions/daratumumab,darzalex-index.html",['daratumumab'],['CD38 monoclonal antibodies'],Prescription only,70.0,3,Darzalex is a monoclonal antibody that blocks a certain protein in the body that can affect tumor cell growth. Monoclonal antibodies are made to target and destroy only certain cells in the body. This may help to protect healthy cells from damage.,"['\ncough with yellow green mucus\n', '\nstabbing chest pain, wheezing, feeling short of breath\n', '\nnumbness, tingling, burning pain\n', '\nlow blood cell counts \n']",Darzalex,
"/drug-interactions/lemborexant,dayvigo-index.html",['lemborexant'],"Miscellaneous anxiolytics, sedatives and hypnotics",Prescription only,42.8,161,"Dayvigo is a federally controlled substance because it can be abused or cause dependence. Keep Dayvigo in a safe place to prevent misuse and abuse. Selling or giving away Dayvigo may harm others and is against the law. Tell your doctor if you have ever abused or have been dependent on alcohol, prescription medicines or street drugs.","['temporary inability to move talk (sleep paralysis) for up to several minutes while you are going to sleep waking up', 'temporary weakness in your legs that can happen during the day at night', 'complex sleep behaviors such as sleep', 'worsening depression and suicidal thoughts have happened during treatment with Dayvigo Call your healthcare provider right away if you have any worsening depression thoughts of suicide dying']",Dayvigo,Tablets
"/drug-interactions/dexamethasone,decadron-index.html",['dexamethasone'],['Glucocorticoids'],Discontinued,42.2,23,There are many brands and forms of dexamethasone available. Not all brands are listed on this leaflet.,"['\nmuscle tightness, weakness, limp feeling\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nshortness of breath (even with mild exertion), swelling, rapid weight gain\n', '\nsevere depression, unusual thoughts behavior\n', '\na seizure (convulsions)\n', '\nbloody tarry stools, coughing up blood\n', '\nfast slow heart rate, weak pulse\n', '\npancreatitis\n', '\nlow potassium level\n', '\nincreased blood pressure\n']",Decadron,
/drug-interactions/degarelix-index.html,degarelix,,Prescription only,94.3,10,"Degarelix is a man-made form of a protein that reduces the amount of certain hormones in the body, including testosterone.","['\nfast pounding heartbeats, fluttering in your chest\n', '\nshortness of breath\n', '\nsudden dizziness (like you might pass out)\n', '\nsevere headache, blurred vision, pounding in your neck ears\n']",Degarelix,
"/drug-interactions/mesalamine,delzicol-index.html",['mesalamine'],5-aminosalicylates,Prescription only,81.7,7,"Delzicol (mesalamine) belongs to a class of drugs called aminosalicylates, which are used to treat gut inflammation. It helps to treat and prevent flare-ups of ulcerative colitis, a type of inflammatory bowel disease (IBD). Ulcerative colitis is an autoimmune disorder, which means that your own immune system attacks your gut, causing swelling and ulcers in your colon and rectum.","['Kidney Problems Your doctor may check to see how your kidneys are working before taking Delzicol', 'Acute Intolerance Syndrome and Other Allergic Reactions Some people who use Delzicol can have allergic\n\ncramping\nstomach (abdominal) pain\nbloody diarrhea\nfever\nheadache\nchest pain\na decrease in the amount of your urine\nshortness of breath\neye inflammation\nfatigue\nrash\n\n', 'cramping', 'stomach (abdominal) pain', 'bloody diarrhea', 'fever', 'headache', 'chest pain', 'a decrease in the amount of your urine', 'shortness of breath', 'eye inflammation', 'fatigue', 'rash', 'Liver Failure This can happen in people who have a history of liver problems and have taken other medicines that contain mesalamine Tell your doctor right away if you get any of these symptoms while using Delzicol:\n\nyellowing of your eyes\nitchy skin\nfeeling very tired\nflu\nnausea\nvomiting\n\n', 'yellowing of your eyes', 'itchy skin', 'feeling very tired', 'flu', 'nausea', 'vomiting', 'Serious Skin Reactions Some people who use Delzicol can have severe skin reactions Stop using Delzicol and tell your doctor right away if you develop any of the following signs symptoms of a severe skin reaction, including:\n\nblisters peeling of your skin\nmouth sores\nblisters on your lips around your mouth eyes\nhigh fever\nflu\nenlarged lymph nodes\nskin rash\n\n', 'blisters peeling of your skin', 'mouth sores', 'blisters on your lips around your mouth eyes', 'high fever', 'flu', 'enlarged lymph nodes', 'skin rash', 'Sun Sensitivity Delzicol can make your skin sensitive to the sun if you have skin conditions such as atopic dermatitis and atopic eczema Try to limit your time in the sun You should use sunscreen and wear a hat and clothes that cover your skin if you have to be in the sunlight', 'Kidney Stones Drink plenty of fluids when using Delzicol to decrease your chance of getting kidney stones Call your doctor right away if you have any of these symptoms:\n\nsevere pain in your side your back\nblood in your urine\n\n', 'severe pain in your side your back', 'blood in your urine']",Delzicol,oral delayed-release capsule
/drug-interactions/denosumab-index.html,denosumab,['Miscellaneous bone resorption inhibitors'],Prescription only,28.0,345,Denosumab is a monoclonal antibody. Monoclonal antibodies are made to target and destroy only certain cells in the body. This may help to protect healthy cells from damage.,"['\nnew unusual pain in your thigh, hip, groin\n', '\nsevere pain in your joints, muscles, bones\n', '\nskin problems such as dryness, peeling, redness, itching, blisters, bumps, oozing, crusting\n', '\nlow calcium level\n']",Denosumab,subcutaneous solution
"/drug-interactions/divalproex-sodium,depakote-index.html",['divalproex sodium'],['Fatty acid derivative anticonvulsants'],Prescription only,62.4,304,Depakote affects chemicals in the body that may be involved in causing seizures. Depakote is used to treat various types of seizure disorders. This medicine is sometimes used together with other seizure medications.,"['\neasy bruising, unusual bleeding (nose, mouth, gums), purple red pinpoint spots under your skin\n', '\nfever, swollen glands, mouth sores\n', '\nconfusion, tiredness, cold feeling, vomiting, change in your mental state\n', '\nsevere drowsiness\n', '\nworsening seizures\n']",Depakote,
"/drug-interactions/emtricitabine-tenofovir-alafenamide,descovy-index.html",['emtricitabine and tenofovir alafenamide'],['Antiviral combinations'],Prescription only,62.5,9,This is not a list of all drugs or health problems that interact with emtricitabine and tenofovir alafenamide.,"['Signs of an allergic reaction, like rash hives itching red, swollen, blistered, peeling skin with without fever wheezing tightness in the chest throat trouble breathing, swallowing, talking unusual hoarseness swelling of the mouth, face, lips, tongue, throat', 'Signs of kidney problems like unable to pass urine, change in how much urine is passed, blood in the urine, a big weight gain', 'Signs of liver problems like dark urine, feeling tired, not hungry, upset stomach stomach pain, light', 'Signs of too much lactic acid in the blood (lactic acidosis) like fast breathing, fast heartbeat, a heartbeat that does not feel normal, very bad upset stomach throwing up, feeling very sleepy, shortness of breath, feeling very tired weak, very bad dizziness, feeling cold, muscle pain cramps', 'Changes in your immune system can happen when you start taking drugs to treat HIV If you have an infection that you did not know you had, it may show up when you take Descovy Tell your doctor right away if you have any new signs after you start Descovy, even after taking it for several months This includes signs of infection like fever, sore throat, weakness, cough, shortness of breath']",Descovy,
/drug-interactions/desmopressin-index.html,desmopressin,['Antidiuretic hormones'],Prescription only,91.8,36,"Desmopressin is used to treat nighttime bed-wetting, central diabetes insipidus, and increased thirst and urination caused by head surgery or head trauma.","['\nlow levels of sodium in the body\n', '\nflushing (sudden warmth, redness, tingly feeling)\n', '\nswelling, weight gain\n', '\na seizure\n', '\nweak shallow breathing\n', '\na light\n']",Desmopressin,
/drug-interactions/desvenlafaxine-index.html,desvenlafaxine,Serotonin-norepinephrine reuptake inhibitors,Prescription only,68.5,1,Desvenlafaxine is a serotonin and norepinephrine reuptake inhibitor (SNRI) antidepressant.,"['\na seizure\n', '\neasy bruising bleeding (nosebleeds, bleeding gums), blood in your urine stools, coughing up blood\n', '\nblurred vision, eye pain swelling, seeing halos around lights\n', '\ncough, chest discomfort, trouble breathing\n', '\nlow blood sodium\n']",Desvenlafaxine,
"/drug-interactions/trazodone,desyrel-index.html",['trazodone'],['Phenylpiperazine antidepressants'],Prescription only,64.7,26,Desyrel is an antidepressant that is used to treat major depressive disorder.,"['\nfast pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out)\n', '\nslow heartbeats\n', '\nunusual thoughts behavior\n', '\neasy bruising, unusual bleeding\n', '\nlow levels of sodium in the body\n']",Desyrel,
"/drug-interactions/tolterodine,detrol-index.html",['tolterodine'],['Urinary antispasmodics'],Prescription only,76.1,18,Detrol reduces spasms of the bladder muscles.,"['\nconfusion, hallucinations\n', '\nsevere stomach pain constipation\n', '\npainful difficult urination\n']",Detrol,
/drug-interactions/dexamethasone-index.html,dexamethasone,['Glucocorticoids'],Prescription only,59.9,129,Dexamethasone is a corticosteroid that prevents the release of substances in the body that cause inflammation.,"['\nmuscle tightness, weakness, limp feeling\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nshortness of breath (even with mild exertion), swelling, rapid weight gain\n', '\nsevere depression, unusual thoughts behavior\n', '\na seizure (convulsions)\n', '\nbloody tarry stools, coughing up blood\n', '\nfast slow heart rate, weak pulse\n', '\npancreatitis \n', '\nlow potassium level \n', '\nincreased blood pressure \n']",Dexamethasone,
