Drug class,drug_raw_name,treated_disease,description,side_effects,Dosage form,availability,score,reviews,drug_name
,everolimus,Diffuse Large B-Cell Lymphoma,"Everolimus (Afinitor, Afinitor Disperz, Zortress) belongs to a class of drugs called kinase inhibitors. It is used to prevent organ transplant rejection and treat certain benign (noncancerous) and cancerous tumors.","['See “Important informtion” above for more information', 'Risk of wound healing problems Wounds may not heal properly during everolimus treatment Tell your healthcare provider if you plan to have any surgery before starting during treatment with everolimus\n\nYou should stop taking everolimus at least 1 week before planned surgery\nYour healthcare provider should tell you when you may start taking everolimus again after surgery\n\n', 'You should stop taking everolimus at least 1 week before planned surgery', 'Your healthcare provider should tell you when you may start taking everolimus again after surgery', 'Increased blood sugar and fat (cholesterol and triglyceride) levels in the blood Your healthcare provider should do blood tests to check your fasting blood sugar, cholesterol, and triglyceride levels in the blood before you start and during treatment with everolimus', 'Decreased blood cell counts Everolimus can cause you to have decreased red blood cells, white blood cells, and platelets Your healthcare provider should do blood tests to check your blood cell counts before you start and during treatment with everolimus', 'Worsening side effects from radiation treatment, that can sometimes be severe Tell your healthcare provider if you have had are planning to receive radiation therapy']","oral tablet, tablet for oral suspension",Prescription only,59.1,24.0,Everolimus
,everolimus,Dysmyelopoietic Syndromes,"Everolimus (Afinitor, Afinitor Disperz, Zortress) belongs to a class of drugs called kinase inhibitors. It is used to prevent organ transplant rejection and treat certain benign (noncancerous) and cancerous tumors.","['See “Important informtion” above for more information', 'Risk of wound healing problems Wounds may not heal properly during everolimus treatment Tell your healthcare provider if you plan to have any surgery before starting during treatment with everolimus\n\nYou should stop taking everolimus at least 1 week before planned surgery\nYour healthcare provider should tell you when you may start taking everolimus again after surgery\n\n', 'You should stop taking everolimus at least 1 week before planned surgery', 'Your healthcare provider should tell you when you may start taking everolimus again after surgery', 'Increased blood sugar and fat (cholesterol and triglyceride) levels in the blood Your healthcare provider should do blood tests to check your fasting blood sugar, cholesterol, and triglyceride levels in the blood before you start and during treatment with everolimus', 'Decreased blood cell counts Everolimus can cause you to have decreased red blood cells, white blood cells, and platelets Your healthcare provider should do blood tests to check your blood cell counts before you start and during treatment with everolimus', 'Worsening side effects from radiation treatment, that can sometimes be severe Tell your healthcare provider if you have had are planning to receive radiation therapy']","oral tablet, tablet for oral suspension",Prescription only,59.1,24.0,Everolimus
,everolimus,Neoplasms,"Everolimus (Afinitor, Afinitor Disperz, Zortress) belongs to a class of drugs called kinase inhibitors. It is used to prevent organ transplant rejection and treat certain benign (noncancerous) and cancerous tumors.","['See “Important informtion” above for more information', 'Risk of wound healing problems Wounds may not heal properly during everolimus treatment Tell your healthcare provider if you plan to have any surgery before starting during treatment with everolimus\n\nYou should stop taking everolimus at least 1 week before planned surgery\nYour healthcare provider should tell you when you may start taking everolimus again after surgery\n\n', 'You should stop taking everolimus at least 1 week before planned surgery', 'Your healthcare provider should tell you when you may start taking everolimus again after surgery', 'Increased blood sugar and fat (cholesterol and triglyceride) levels in the blood Your healthcare provider should do blood tests to check your fasting blood sugar, cholesterol, and triglyceride levels in the blood before you start and during treatment with everolimus', 'Decreased blood cell counts Everolimus can cause you to have decreased red blood cells, white blood cells, and platelets Your healthcare provider should do blood tests to check your blood cell counts before you start and during treatment with everolimus', 'Worsening side effects from radiation treatment, that can sometimes be severe Tell your healthcare provider if you have had are planning to receive radiation therapy']","oral tablet, tablet for oral suspension",Prescription only,59.1,24.0,Everolimus
,everolimus,Pathologic Neovascularization,"Everolimus (Afinitor, Afinitor Disperz, Zortress) belongs to a class of drugs called kinase inhibitors. It is used to prevent organ transplant rejection and treat certain benign (noncancerous) and cancerous tumors.","['See “Important informtion” above for more information', 'Risk of wound healing problems Wounds may not heal properly during everolimus treatment Tell your healthcare provider if you plan to have any surgery before starting during treatment with everolimus\n\nYou should stop taking everolimus at least 1 week before planned surgery\nYour healthcare provider should tell you when you may start taking everolimus again after surgery\n\n', 'You should stop taking everolimus at least 1 week before planned surgery', 'Your healthcare provider should tell you when you may start taking everolimus again after surgery', 'Increased blood sugar and fat (cholesterol and triglyceride) levels in the blood Your healthcare provider should do blood tests to check your fasting blood sugar, cholesterol, and triglyceride levels in the blood before you start and during treatment with everolimus', 'Decreased blood cell counts Everolimus can cause you to have decreased red blood cells, white blood cells, and platelets Your healthcare provider should do blood tests to check your blood cell counts before you start and during treatment with everolimus', 'Worsening side effects from radiation treatment, that can sometimes be severe Tell your healthcare provider if you have had are planning to receive radiation therapy']","oral tablet, tablet for oral suspension",Prescription only,59.1,24.0,Everolimus
,everolimus,Neuroendocrine Tumors,"Everolimus (Afinitor, Afinitor Disperz, Zortress) belongs to a class of drugs called kinase inhibitors. It is used to prevent organ transplant rejection and treat certain benign (noncancerous) and cancerous tumors.","['See “Important informtion” above for more information', 'Risk of wound healing problems Wounds may not heal properly during everolimus treatment Tell your healthcare provider if you plan to have any surgery before starting during treatment with everolimus\n\nYou should stop taking everolimus at least 1 week before planned surgery\nYour healthcare provider should tell you when you may start taking everolimus again after surgery\n\n', 'You should stop taking everolimus at least 1 week before planned surgery', 'Your healthcare provider should tell you when you may start taking everolimus again after surgery', 'Increased blood sugar and fat (cholesterol and triglyceride) levels in the blood Your healthcare provider should do blood tests to check your fasting blood sugar, cholesterol, and triglyceride levels in the blood before you start and during treatment with everolimus', 'Decreased blood cell counts Everolimus can cause you to have decreased red blood cells, white blood cells, and platelets Your healthcare provider should do blood tests to check your blood cell counts before you start and during treatment with everolimus', 'Worsening side effects from radiation treatment, that can sometimes be severe Tell your healthcare provider if you have had are planning to receive radiation therapy']","oral tablet, tablet for oral suspension",Prescription only,59.1,24.0,Everolimus
,everolimus,Pancreatic Neoplasm,"Everolimus (Afinitor, Afinitor Disperz, Zortress) belongs to a class of drugs called kinase inhibitors. It is used to prevent organ transplant rejection and treat certain benign (noncancerous) and cancerous tumors.","['See “Important informtion” above for more information', 'Risk of wound healing problems Wounds may not heal properly during everolimus treatment Tell your healthcare provider if you plan to have any surgery before starting during treatment with everolimus\n\nYou should stop taking everolimus at least 1 week before planned surgery\nYour healthcare provider should tell you when you may start taking everolimus again after surgery\n\n', 'You should stop taking everolimus at least 1 week before planned surgery', 'Your healthcare provider should tell you when you may start taking everolimus again after surgery', 'Increased blood sugar and fat (cholesterol and triglyceride) levels in the blood Your healthcare provider should do blood tests to check your fasting blood sugar, cholesterol, and triglyceride levels in the blood before you start and during treatment with everolimus', 'Decreased blood cell counts Everolimus can cause you to have decreased red blood cells, white blood cells, and platelets Your healthcare provider should do blood tests to check your blood cell counts before you start and during treatment with everolimus', 'Worsening side effects from radiation treatment, that can sometimes be severe Tell your healthcare provider if you have had are planning to receive radiation therapy']","oral tablet, tablet for oral suspension",Prescription only,59.1,24.0,Everolimus
,everolimus,Tuberous Sclerosis,"Everolimus (Afinitor, Afinitor Disperz, Zortress) belongs to a class of drugs called kinase inhibitors. It is used to prevent organ transplant rejection and treat certain benign (noncancerous) and cancerous tumors.","['See “Important informtion” above for more information', 'Risk of wound healing problems Wounds may not heal properly during everolimus treatment Tell your healthcare provider if you plan to have any surgery before starting during treatment with everolimus\n\nYou should stop taking everolimus at least 1 week before planned surgery\nYour healthcare provider should tell you when you may start taking everolimus again after surgery\n\n', 'You should stop taking everolimus at least 1 week before planned surgery', 'Your healthcare provider should tell you when you may start taking everolimus again after surgery', 'Increased blood sugar and fat (cholesterol and triglyceride) levels in the blood Your healthcare provider should do blood tests to check your fasting blood sugar, cholesterol, and triglyceride levels in the blood before you start and during treatment with everolimus', 'Decreased blood cell counts Everolimus can cause you to have decreased red blood cells, white blood cells, and platelets Your healthcare provider should do blood tests to check your blood cell counts before you start and during treatment with everolimus', 'Worsening side effects from radiation treatment, that can sometimes be severe Tell your healthcare provider if you have had are planning to receive radiation therapy']","oral tablet, tablet for oral suspension",Prescription only,59.1,24.0,Everolimus
['Antihistamines'],fexofenadine,"Dermatitis, Atopic","Allegra is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nnausea, diarrhea, upset stomach\n', '\nmenstrual cramps\n', '\ndrowsiness, tired feeling\n', '\nheadache\n', '\nmuscle back pain\n']",,Rx and/or OTC,67.8,89.0,Allegra
['Antihistamines'],fexofenadine,Hypersensitivity,"Allegra is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nnausea, diarrhea, upset stomach\n', '\nmenstrual cramps\n', '\ndrowsiness, tired feeling\n', '\nheadache\n', '\nmuscle back pain\n']",,Rx and/or OTC,67.8,89.0,Allegra
['Antihistamines'],fexofenadine,Neurogenic Inflammation,"Allegra is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nnausea, diarrhea, upset stomach\n', '\nmenstrual cramps\n', '\ndrowsiness, tired feeling\n', '\nheadache\n', '\nmuscle back pain\n']",,Rx and/or OTC,67.8,89.0,Allegra
['Antihistamines'],fexofenadine,Pruritus,"Allegra is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nnausea, diarrhea, upset stomach\n', '\nmenstrual cramps\n', '\ndrowsiness, tired feeling\n', '\nheadache\n', '\nmuscle back pain\n']",,Rx and/or OTC,67.8,89.0,Allegra
['Antihistamines'],fexofenadine,Rhinitis,"Allegra is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nnausea, diarrhea, upset stomach\n', '\nmenstrual cramps\n', '\ndrowsiness, tired feeling\n', '\nheadache\n', '\nmuscle back pain\n']",,Rx and/or OTC,67.8,89.0,Allegra
['Antihistamines'],fexofenadine,Hay Fever,"Allegra is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nnausea, diarrhea, upset stomach\n', '\nmenstrual cramps\n', '\ndrowsiness, tired feeling\n', '\nheadache\n', '\nmuscle back pain\n']",,Rx and/or OTC,67.8,89.0,Allegra
['Antihistamines'],fexofenadine,Seizures,"Allegra is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nnausea, diarrhea, upset stomach\n', '\nmenstrual cramps\n', '\ndrowsiness, tired feeling\n', '\nheadache\n', '\nmuscle back pain\n']",,Rx and/or OTC,67.8,89.0,Allegra
['Antihistamines'],fexofenadine,Urticaria,"Allegra is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose.","['\nnausea, diarrhea, upset stomach\n', '\nmenstrual cramps\n', '\ndrowsiness, tired feeling\n', '\nheadache\n', '\nmuscle back pain\n']",,Rx and/or OTC,67.8,89.0,Allegra
['Antihistamines'],fexofenadine,"Dermatitis, Atopic",Fexofenadine is an antihistamine that may be used to treat allergy symptoms (including hay fever) in adults and children.,"['\nflu\n', '\nnew worsening cough\n', '\npain\n', '\nsigns of an ear infection\n']",,Rx and/or OTC,60.2,164.0,Fexofenadine
['Antihistamines'],fexofenadine,Hypersensitivity,Fexofenadine is an antihistamine that may be used to treat allergy symptoms (including hay fever) in adults and children.,"['\nflu\n', '\nnew worsening cough\n', '\npain\n', '\nsigns of an ear infection\n']",,Rx and/or OTC,60.2,164.0,Fexofenadine
['Antihistamines'],fexofenadine,Neurogenic Inflammation,Fexofenadine is an antihistamine that may be used to treat allergy symptoms (including hay fever) in adults and children.,"['\nflu\n', '\nnew worsening cough\n', '\npain\n', '\nsigns of an ear infection\n']",,Rx and/or OTC,60.2,164.0,Fexofenadine
['Antihistamines'],fexofenadine,Pruritus,Fexofenadine is an antihistamine that may be used to treat allergy symptoms (including hay fever) in adults and children.,"['\nflu\n', '\nnew worsening cough\n', '\npain\n', '\nsigns of an ear infection\n']",,Rx and/or OTC,60.2,164.0,Fexofenadine
['Antihistamines'],fexofenadine,Rhinitis,Fexofenadine is an antihistamine that may be used to treat allergy symptoms (including hay fever) in adults and children.,"['\nflu\n', '\nnew worsening cough\n', '\npain\n', '\nsigns of an ear infection\n']",,Rx and/or OTC,60.2,164.0,Fexofenadine
['Antihistamines'],fexofenadine,Hay Fever,Fexofenadine is an antihistamine that may be used to treat allergy symptoms (including hay fever) in adults and children.,"['\nflu\n', '\nnew worsening cough\n', '\npain\n', '\nsigns of an ear infection\n']",,Rx and/or OTC,60.2,164.0,Fexofenadine
['Antihistamines'],fexofenadine,Seizures,Fexofenadine is an antihistamine that may be used to treat allergy symptoms (including hay fever) in adults and children.,"['\nflu\n', '\nnew worsening cough\n', '\npain\n', '\nsigns of an ear infection\n']",,Rx and/or OTC,60.2,164.0,Fexofenadine
['Antihistamines'],fexofenadine,Urticaria,Fexofenadine is an antihistamine that may be used to treat allergy symptoms (including hay fever) in adults and children.,"['\nflu\n', '\nnew worsening cough\n', '\npain\n', '\nsigns of an ear infection\n']",,Rx and/or OTC,60.2,164.0,Fexofenadine
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Anxiety Disorders,"Ambien is a sedative, also called a hypnotic. Zolpidem affects chemicals in the brain that may be unbalanced in people with sleep problems insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,70.1,540.0,Ambien
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Brain Injuries,"Ambien is a sedative, also called a hypnotic. Zolpidem affects chemicals in the brain that may be unbalanced in people with sleep problems insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,70.1,540.0,Ambien
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Depressive Disorder,"Ambien is a sedative, also called a hypnotic. Zolpidem affects chemicals in the brain that may be unbalanced in people with sleep problems insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,70.1,540.0,Ambien
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Brain Hypoxia,"Ambien is a sedative, also called a hypnotic. Zolpidem affects chemicals in the brain that may be unbalanced in people with sleep problems insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,70.1,540.0,Ambien
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Lethargy,"Ambien is a sedative, also called a hypnotic. Zolpidem affects chemicals in the brain that may be unbalanced in people with sleep problems insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,70.1,540.0,Ambien
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Persistent Vegetative State,"Ambien is a sedative, also called a hypnotic. Zolpidem affects chemicals in the brain that may be unbalanced in people with sleep problems insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,70.1,540.0,Ambien
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Sleep Disorders,"Ambien is a sedative, also called a hypnotic. Zolpidem affects chemicals in the brain that may be unbalanced in people with sleep problems insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,70.1,540.0,Ambien
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Sleep Initiation And Maintenance Disorders,"Ambien is a sedative, also called a hypnotic. Zolpidem affects chemicals in the brain that may be unbalanced in people with sleep problems insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,70.1,540.0,Ambien
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Anxiety Disorders,"Zolpidem is a sedative, also called a hypnotic. It affects chemicals in the brain that may be unbalanced in people with sleep problems (insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,68.9,999.0,Zolpidem
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Brain Injuries,"Zolpidem is a sedative, also called a hypnotic. It affects chemicals in the brain that may be unbalanced in people with sleep problems (insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,68.9,999.0,Zolpidem
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Depressive Disorder,"Zolpidem is a sedative, also called a hypnotic. It affects chemicals in the brain that may be unbalanced in people with sleep problems (insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,68.9,999.0,Zolpidem
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Brain Hypoxia,"Zolpidem is a sedative, also called a hypnotic. It affects chemicals in the brain that may be unbalanced in people with sleep problems (insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,68.9,999.0,Zolpidem
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Lethargy,"Zolpidem is a sedative, also called a hypnotic. It affects chemicals in the brain that may be unbalanced in people with sleep problems (insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,68.9,999.0,Zolpidem
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Persistent Vegetative State,"Zolpidem is a sedative, also called a hypnotic. It affects chemicals in the brain that may be unbalanced in people with sleep problems (insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,68.9,999.0,Zolpidem
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Sleep Disorders,"Zolpidem is a sedative, also called a hypnotic. It affects chemicals in the brain that may be unbalanced in people with sleep problems (insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,68.9,999.0,Zolpidem
"Miscellaneous anxiolytics, sedatives and hypnotics",zolpidem,Sleep Initiation And Maintenance Disorders,"Zolpidem is a sedative, also called a hypnotic. It affects chemicals in the brain that may be unbalanced in people with sleep problems (insomnia).","['\nchest pain, fast irregular heartbeat, feeling short of breath\n', '\ntrouble breathing swallowing\n', '\nfeeling like you might pass out\n']",,Prescription only,68.9,999.0,Zolpidem
['Cholinesterase inhibitors'],donepezil,Alzheimer'S Disease,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,"Amnesia, Anterograde","Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Amphetamine-Related Disorders,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Cardiomegaly,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Cocaine-Related Disorders,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Dementia,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Diarrhea,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,"Heart Rupture, Post-Infarction","Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Hyperactive Behavior,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Hypokinesia,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,"Hypothermia, Natural","Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Learning Disorders,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Lewy Body Disease,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Memory Disorders,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Mental Disorders,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Myocardial Infarction,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Myoclonus,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
['Cholinesterase inhibitors'],donepezil,Neurobehavioral Manifestations,"Aricept improves the function of nerve cells in the brain. It works by preventing the breakdown of a chemical called acetylcholine (ah SEET il KOE leen). People with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning.","['\nsevere ongoing vomiting\n', '\na light\n', '\nslow heartbeats\n', '\nseizure (convulsions)\n', '\npainful difficult urination\n', '\nnew worsening breathing problems\n', '\nsigns of stomach bleeding\n']",,Prescription only,54.5,31.0,Aricept
